gene,seqnames,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,logFC,AveExpr,t,P.Value,adj.P.Val,isSignificant
IL17RB,3,53846568,53865794,19227,+,ENSG00000056736,IL17RB,protein_coding,chromosome,interleukin 17 receptor B [Source:HGNC Symbol;Acc:HGNC:18015],ENSG00000056736.10,-0.5317111745136758,1.306728192700146,0,0.9997444070789163,1,FALSE
HK1,10,69269984,69401884,131901,+,ENSG00000156515,HK1,protein_coding,chromosome,hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922],ENSG00000156515.23,0.4456710621623641,7.639113786453346,0,0.9997448775663268,1,FALSE
C11orf1,11,111878935,111885975,7041,+,ENSG00000137720,C11orf1,protein_coding,chromosome,chromosome 11 open reading frame 1 [Source:HGNC Symbol;Acc:HGNC:1163],ENSG00000137720.8,-0.5949930621014996,2.3445029336801446,0,0.9997457475654901,1,FALSE
PEX1,7,92487020,92528520,41501,-,ENSG00000127980,PEX1,protein_coding,chromosome,peroxisomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8850],ENSG00000127980.16,-0.5717533308918501,4.202332210835414,0,0.9997465608484573,1,FALSE
MYEOV,11,69294151,69367726,73576,+,ENSG00000172927,MYEOV,protein_coding,chromosome,myeloma overexpressed [Source:HGNC Symbol;Acc:HGNC:7563],ENSG00000172927.8,0.08437529265180307,-0.012711706791901789,0,0.9997473857081396,1,FALSE
DCP1B,12,1946053,2004535,58483,-,ENSG00000151065,DCP1B,protein_coding,chromosome,decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451],ENSG00000151065.14,-0.5129710084698735,3.3097085084864664,0,0.9997474032677802,1,FALSE
TRIM4,7,99876958,99919600,42643,-,ENSG00000146833,TRIM4,protein_coding,chromosome,tripartite motif containing 4 [Source:HGNC Symbol;Acc:HGNC:16275],ENSG00000146833.15,-0.6015048820022777,5.408767268006753,0,0.9997482603105737,1,FALSE
CASP1,11,105025443,105035250,9808,-,ENSG00000137752,CASP1,protein_coding,chromosome,caspase 1 [Source:HGNC Symbol;Acc:HGNC:1499],ENSG00000137752.24,0.41981606877572997,8.145994891285197,0,0.99974865806482,1,FALSE
SLC37A1,21,42496008,42581440,85433,+,ENSG00000160190,SLC37A1,protein_coding,chromosome,solute carrier family 37 member 1 [Source:HGNC Symbol;Acc:HGNC:11024],ENSG00000160190.14,0.5793957274837851,4.428365098563967,0,0.9997512429517439,1,FALSE
HSD17B7P2,10,38356380,38378505,22126,+,ENSG00000099251,HSD17B7P2,transcribed_unprocessed_pseudogene,chromosome,hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28120],ENSG00000099251.14,-0.39827434659201555,1.077313971739365,0,0.9997513552359673,1,FALSE
MEGF6,1,3487951,3611508,123558,-,ENSG00000162591,MEGF6,protein_coding,chromosome,multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232],ENSG00000162591.16,-0.02349899870610539,3.535625458801803,0,0.9997515857922391,1,FALSE
RNASE6,14,20781268,20782467,1200,+,ENSG00000169413,RNASE6,protein_coding,chromosome,ribonuclease A family member k6 [Source:HGNC Symbol;Acc:HGNC:10048],ENSG00000169413.3,-0.03608215733497122,5.92388428004419,0,0.9997526234772727,1,FALSE
TNRC6C,17,77959240,78108835,149596,+,ENSG00000078687,TNRC6C,protein_coding,chromosome,trinucleotide repeat containing adaptor 6C [Source:HGNC Symbol;Acc:HGNC:29318],ENSG00000078687.17,-0.5857618696515052,5.689807830250162,0,0.9997530348312751,1,FALSE
ASCL2,11,2268495,2270952,2458,-,ENSG00000183734,ASCL2,protein_coding,chromosome,achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739],ENSG00000183734.4,-0.24416384537519353,1.8005445830159443,0,0.9997532011291526,1,FALSE
NUP88,17,5360963,5419676,58714,-,ENSG00000108559,NUP88,protein_coding,chromosome,nucleoporin 88 [Source:HGNC Symbol;Acc:HGNC:8067],ENSG00000108559.12,-0.5514314478757942,4.932222228523213,0,0.9997539074516499,1,FALSE
AC004980.6,CHR_HSCHR7_2_CTG4_4,76537175,76615798,78624,+,ENSG00000282254,AC004980.6,transcribed_unprocessed_pseudogene,chromosome,pseudogene similar to part of postmeiotic segregation increased 2-like 3 PMS2L3,ENSG00000282254.1,0.11975377661950198,0.16568331193435765,0,0.9997542344235144,1,FALSE
LIME1,20,63736283,63739103,2821,+,ENSG00000203896,LIME1,protein_coding,chromosome,Lck interacting transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26016],ENSG00000203896.10,-0.0750854729837056,3.4136085661880586,0,0.9997566362046149,1,FALSE
GKAP1,9,83739425,83829516,90092,-,ENSG00000165113,GKAP1,protein_coding,chromosome,G kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:17496],ENSG00000165113.13,-0.5221110510133178,1.7258323064120142,0,0.9997568969198335,1,FALSE
KCNRG,13,50015254,50020922,5669,+,ENSG00000198553,KCNRG,protein_coding,chromosome,potassium channel regulator [Source:HGNC Symbol;Acc:HGNC:18893],ENSG00000198553.9,0.3135648981402562,-0.23499809270992814,0,0.9997578560704649,1,FALSE
POLD2,7,44114681,44124358,9678,-,ENSG00000106628,POLD2,protein_coding,chromosome,"DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]",ENSG00000106628.10,-0.32498655260219866,4.331248532263573,0,0.9997588666716,1,FALSE
GSTM3,1,109733932,109741038,7107,-,ENSG00000134202,GSTM3,protein_coding,chromosome,glutathione S-transferase mu 3 [Source:HGNC Symbol;Acc:HGNC:4635],ENSG00000134202.11,-0.04931255175703564,1.9271569341691475,0,0.9997589077987135,1,FALSE
MANEA,6,95577535,95609452,31918,+,ENSG00000172469,MANEA,protein_coding,chromosome,mannosidase endo-alpha [Source:HGNC Symbol;Acc:HGNC:21072],ENSG00000172469.16,0.0953205812399851,4.448163522620833,0,0.9997611314717058,1,FALSE
ADA,20,44619522,44652233,32712,-,ENSG00000196839,ADA,protein_coding,chromosome,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186],ENSG00000196839.13,-0.10525083353177145,4.221806367950538,0,0.9997618593106327,1,FALSE
RNASE10,14,20505537,20511169,5633,+,ENSG00000182545,RNASE10,protein_coding,chromosome,ribonuclease A family member 10 (inactive) [Source:HGNC Symbol;Acc:HGNC:19275],ENSG00000182545.6,0.2951776882791781,0.5823627582055735,0,0.9997619657749862,1,FALSE
NMB,15,84655129,84658563,3435,-,ENSG00000197696,NMB,protein_coding,chromosome,neuromedin B [Source:HGNC Symbol;Acc:HGNC:7842],ENSG00000197696.10,-0.17439579163653518,-0.5462449340793064,0,0.9997620438999739,1,FALSE
GUCA1B,6,42183284,42194956,11673,-,ENSG00000112599,GUCA1B,protein_coding,chromosome,guanylate cyclase activator 1B [Source:HGNC Symbol;Acc:HGNC:4679],ENSG00000112599.9,0.2508590279675966,-0.03494184797236282,0,0.9997625819754077,1,FALSE
PPIH,1,42658423,42676758,18336,+,ENSG00000171960,PPIH,protein_coding,chromosome,peptidylprolyl isomerase H [Source:HGNC Symbol;Acc:HGNC:14651],ENSG00000171960.11,-0.48981324681243743,3.695441548888873,0,0.9997628649079247,1,FALSE
CCDC189,16,30757423,30762221,4799,-,ENSG00000196118,CCDC189,protein_coding,chromosome,coiled-coil domain containing 189 [Source:HGNC Symbol;Acc:HGNC:28078],ENSG00000196118.12,0.12625151623017816,1.0291293971052562,0,0.9997635893344903,1,FALSE
NFKBIL1,6,31546870,31558829,11960,+,ENSG00000204498,NFKBIL1,protein_coding,chromosome,NFKB inhibitor like 1 [Source:HGNC Symbol;Acc:HGNC:7800],ENSG00000204498.11,0.42117357585094295,2.808796755750903,0,0.9997641546577848,1,FALSE
ATL1,14,50532509,50633068,100560,+,ENSG00000198513,ATL1,protein_coding,chromosome,atlastin GTPase 1 [Source:HGNC Symbol;Acc:HGNC:11231],ENSG00000198513.12,0.2531661496338211,1.3134197912690695,0,0.9997643129103483,1,FALSE
ZMYM3,X,71239624,71255146,15523,-,ENSG00000147130,ZMYM3,protein_coding,chromosome,zinc finger MYM-type containing 3 [Source:HGNC Symbol;Acc:HGNC:13054],ENSG00000147130.14,-0.4929139498345547,4.677760741323094,0,0.9997650179997088,1,FALSE
SMYD2,1,214281102,214337131,56030,+,ENSG00000143499,SMYD2,protein_coding,chromosome,SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982],ENSG00000143499.14,-0.6466921479678351,3.919476065473618,0,0.9997651369973353,1,FALSE
HMGA1,6,34236873,34246231,9359,+,ENSG00000137309,HMGA1,protein_coding,chromosome,high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010],ENSG00000137309.20,0.31009975500652587,6.3467127272359125,0,0.999766461086291,1,FALSE
TXLNG,X,16786432,16844519,58088,+,ENSG00000086712,TXLNG,protein_coding,chromosome,taxilin gamma [Source:HGNC Symbol;Acc:HGNC:18578],ENSG00000086712.13,-0.40007811617282396,4.206437735113078,0,0.9997665129389476,1,FALSE
ERF,19,42247569,42255128,7560,-,ENSG00000105722,ERF,protein_coding,chromosome,ETS2 repressor factor [Source:HGNC Symbol;Acc:HGNC:3444],ENSG00000105722.10,0.27861643922986534,4.7185705050324005,0,0.9997665145338328,1,FALSE
CEP63,3,134485721,134575017,89297,+,ENSG00000182923,CEP63,protein_coding,chromosome,centrosomal protein 63 [Source:HGNC Symbol;Acc:HGNC:25815],ENSG00000182923.17,0.47558356580485484,6.286441960064621,0,0.9997668562580954,1,FALSE
PLEK,2,68365282,68397453,32172,+,ENSG00000115956,PLEK,protein_coding,chromosome,pleckstrin [Source:HGNC Symbol;Acc:HGNC:9070],ENSG00000115956.10,0.5564427308095219,8.951113558073837,0,0.9997669642011917,1,FALSE
VDAC1P8,6,143490424,143506406,15983,+,ENSG00000229036,VDAC1P8,transcribed_processed_pseudogene,chromosome,voltage dependent anion channel 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:37483],ENSG00000229036.7,-0.3859063317644582,0.6139053739801374,0,0.9997670752317325,1,FALSE
AMY2B,1,103553815,103579534,25720,+,ENSG00000240038,AMY2B,protein_coding,chromosome,amylase alpha 2B [Source:HGNC Symbol;Acc:HGNC:478],ENSG00000240038.6,-0.29188030906510587,4.400791179524045,0,0.999767508333883,1,FALSE
ZNF761,19,53445001,53458261,13261,+,ENSG00000160336,ZNF761,protein_coding,chromosome,zinc finger protein 761 [Source:HGNC Symbol;Acc:HGNC:23179],ENSG00000160336.15,-0.47380447780910995,3.7579592345718082,0,0.999768403755358,1,FALSE
NPM3,10,101781325,101783413,2089,-,ENSG00000107833,NPM3,protein_coding,chromosome,nucleophosmin/nucleoplasmin 3 [Source:HGNC Symbol;Acc:HGNC:7931],ENSG00000107833.10,-0.30811952347112204,2.4082504191558014,0,0.999771381799236,1,FALSE
AMACR,5,33986165,34008104,21940,-,ENSG00000242110,AMACR,protein_coding,chromosome,alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451],ENSG00000242110.8,-0.4280373417645196,2.6268146170388356,0,0.9997725598154356,1,FALSE
VPS13A,9,77177445,77421537,244093,+,ENSG00000197969,VPS13A,protein_coding,chromosome,vacuolar protein sorting 13 homolog A [Source:HGNC Symbol;Acc:HGNC:1908],ENSG00000197969.14,-0.5674815422387152,4.286703697510493,0,0.9997729310991951,1,FALSE
COQ3,6,99369401,99394195,24795,-,ENSG00000132423,COQ3,protein_coding,chromosome,"coenzyme Q3, methyltransferase [Source:HGNC Symbol;Acc:HGNC:18175]",ENSG00000132423.12,0.04850791277325961,0.6509432975835147,0,0.9997729849783028,1,FALSE
SLC43A3,11,57406954,57427580,20627,-,ENSG00000134802,SLC43A3,protein_coding,chromosome,solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466],ENSG00000134802.17,0.5705153410036488,5.67278168645472,0,0.9997732885697204,1,FALSE
ACAP1,17,7336529,7351477,14949,+,ENSG00000072818,ACAP1,protein_coding,chromosome,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16467]",ENSG00000072818.12,0.3952114421479296,7.621537033490449,0,0.9997735969784137,1,FALSE
NAGLU,17,42536241,42544449,8209,+,ENSG00000108784,NAGLU,protein_coding,chromosome,N-acetyl-alpha-glucosaminidase [Source:HGNC Symbol;Acc:HGNC:7632],ENSG00000108784.10,0.37157588841129563,3.6278675250269496,0,0.9997737825598751,1,FALSE
PAPSS2,10,87659613,87747705,88093,+,ENSG00000198682,PAPSS2,protein_coding,chromosome,3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol;Acc:HGNC:8604],ENSG00000198682.13,-0.06411769903154951,2.5165487102230806,0,0.9997739028356539,1,FALSE
DNMT1,19,10133345,10231286,97942,-,ENSG00000130816,DNMT1,protein_coding,chromosome,DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976],ENSG00000130816.16,0.40678147337201054,5.422644915951169,0,0.9997741517161135,1,FALSE
MYZAP,15,57591904,57685364,93461,+,ENSG00000263155,MYZAP,protein_coding,chromosome,myocardial zonula adherens protein [Source:HGNC Symbol;Acc:HGNC:43444],ENSG00000263155.6,-0.0011567423960565648,2.518432018552396,0,0.9997751029389186,1,FALSE
TRIM8,10,102642310,102660680,18371,+,ENSG00000171206,TRIM8,protein_coding,chromosome,tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579],ENSG00000171206.14,0.48867946329207523,6.802285124298623,0,0.9997752167493427,1,FALSE
CCDC7,10,32446140,32882874,436735,+,ENSG00000216937,CCDC7,protein_coding,chromosome,coiled-coil domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26533],ENSG00000216937.13,-0.4497454690533522,0.9953015727345841,0,0.9997752420344539,1,FALSE
ANKRD13D,11,67289300,67302485,13186,+,ENSG00000172932,ANKRD13D,protein_coding,chromosome,ankyrin repeat domain 13D [Source:HGNC Symbol;Acc:HGNC:27880],ENSG00000172932.15,0.3922331583894376,6.935926147332695,0,0.9997752878404508,1,FALSE
AJM1,9,136844415,136848801,4387,+,ENSG00000232434,AJM1,protein_coding,chromosome,apical junction component 1 homolog [Source:HGNC Symbol;Acc:HGNC:37284],ENSG00000232434.2,-0.11110239289861368,1.1382022975982449,0,0.9997757164874602,1,FALSE
AFF1,4,86935002,87141054,206053,+,ENSG00000172493,AFF1,protein_coding,chromosome,AF4/FMR2 family member 1 [Source:HGNC Symbol;Acc:HGNC:7135],ENSG00000172493.21,0.4543946964043828,7.252757402685048,0,0.9997758048273513,1,FALSE
ADGRL1,19,14147743,14206187,58445,-,ENSG00000072071,ADGRL1,protein_coding,chromosome,adhesion G protein-coupled receptor L1 [Source:HGNC Symbol;Acc:HGNC:20973],ENSG00000072071.16,-0.4117558968194346,3.617398426958642,0,0.9997759203973469,1,FALSE
HCN3,1,155277463,155289848,12386,+,ENSG00000143630,HCN3,protein_coding,chromosome,hyperpolarization activated cyclic nucleotide gated potassium channel 3 [Source:HGNC Symbol;Acc:HGNC:19183],ENSG00000143630.10,-0.42308481143940424,0.02416343277182008,0,0.9997775285397555,1,FALSE
TNFAIP3,6,137867214,137883312,16099,+,ENSG00000118503,TNFAIP3,protein_coding,chromosome,TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896],ENSG00000118503.15,0.27231593237384644,6.762067604070476,0,0.9997776928531186,1,FALSE
TSPOAP1,17,58301228,58328795,27568,-,ENSG00000005379,TSPOAP1,protein_coding,chromosome,TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831],ENSG00000005379.17,-0.29758373206799416,4.113290185306725,0,0.9997778120811107,1,FALSE
DPEP3,16,67975663,67980549,4887,-,ENSG00000141096,DPEP3,protein_coding,chromosome,dipeptidase 3 [Source:HGNC Symbol;Acc:HGNC:23029],ENSG00000141096.6,-0.00934831636870781,2.5134242239373497,0,0.9997778414571333,1,FALSE
RGL2,6,33291654,33298942,7289,-,ENSG00000237441,RGL2,protein_coding,chromosome,ral guanine nucleotide dissociation stimulator like 2 [Source:HGNC Symbol;Acc:HGNC:9769],ENSG00000237441.10,0.31846793230979475,6.83646807559974,0,0.999778674298276,1,FALSE
ZSWIM8,10,73785582,73801797,16216,+,ENSG00000214655,ZSWIM8,protein_coding,chromosome,zinc finger SWIM-type containing 8 [Source:HGNC Symbol;Acc:HGNC:23528],ENSG00000214655.10,0.5462603318712427,6.691506499181746,0,0.9997790014784671,1,FALSE
ATP5MF-PTCD1,7,99419749,99466197,46449,-,ENSG00000248919,ATP5MF-PTCD1,protein_coding,chromosome,ATP5MF-PTCD1 readthrough [Source:HGNC Symbol;Acc:HGNC:38844],ENSG00000248919.7,0.09575854359044689,1.7011024783679056,0,0.9997790534594394,1,FALSE
DHX37,12,124946825,124989131,42307,-,ENSG00000150990,DHX37,protein_coding,chromosome,DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210],ENSG00000150990.8,0.1390213824244828,3.840099829638037,0,0.99977953700359,1,FALSE
FAM174A,5,100535374,100586741,51368,+,ENSG00000174132,FAM174A,protein_coding,chromosome,family with sequence similarity 174 member A [Source:HGNC Symbol;Acc:HGNC:24943],ENSG00000174132.9,-0.47448699864938204,3.0143590763861017,0,0.9997796103294169,1,FALSE
FAM86DP,3,75421552,75435110,13559,-,ENSG00000244026,FAM86DP,transcribed_unprocessed_pseudogene,chromosome,"family with sequence similarity 86 member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:32659]",ENSG00000244026.6,-0.413657570780694,1.459193428425011,0,0.9997803143341987,1,FALSE
TBC1D32,6,121079494,121334745,255252,-,ENSG00000146350,TBC1D32,protein_coding,chromosome,TBC1 domain family member 32 [Source:HGNC Symbol;Acc:HGNC:21485],ENSG00000146350.14,-0.43717284510231025,1.9708091842184159,0,0.9997813463923653,1,FALSE
SPTLC3,20,13008972,13169103,160132,+,ENSG00000172296,SPTLC3,protein_coding,chromosome,serine palmitoyltransferase long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253],ENSG00000172296.13,0.30113093200705465,0.8304672173786092,0,0.9997814127101073,1,FALSE
RSL24D1,15,55180806,55197049,16244,-,ENSG00000137876,RSL24D1,protein_coding,chromosome,ribosomal L24 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18479],ENSG00000137876.10,-0.6366689220008706,5.789297386267909,0,0.9997817250529107,1,FALSE
NPAP1,15,24675704,24683393,7690,+,ENSG00000185823,NPAP1,protein_coding,chromosome,nuclear pore associated protein 1 [Source:HGNC Symbol;Acc:HGNC:1190],ENSG00000185823.4,-0.29737163824855584,-0.15443894131683006,0,0.9997819096779785,1,FALSE
STAP2,19,4324043,4342786,18744,-,ENSG00000178078,STAP2,protein_coding,chromosome,signal transducing adaptor family member 2 [Source:HGNC Symbol;Acc:HGNC:30430],ENSG00000178078.11,0.3043673560940933,-0.058628387983197666,0,0.9997823746586196,1,FALSE
GPALPP1,13,44989529,45037669,48141,+,ENSG00000133114,GPALPP1,protein_coding,chromosome,GPALPP motifs containing 1 [Source:HGNC Symbol;Acc:HGNC:20298],ENSG00000133114.18,-0.6214142875240514,3.9781188187121135,0,0.9997825975698675,1,FALSE
MGA,15,41621224,41773081,151858,+,ENSG00000174197,MGA,protein_coding,chromosome,MAX dimerization protein MGA [Source:HGNC Symbol;Acc:HGNC:14010],ENSG00000174197.16,-0.4085389875526042,5.651029925577516,0,0.9997832957542608,1,FALSE
LRIG2,1,113073198,113132260,59063,+,ENSG00000198799,LRIG2,protein_coding,chromosome,leucine rich repeats and immunoglobulin like domains 2 [Source:HGNC Symbol;Acc:HGNC:20889],ENSG00000198799.12,-0.5252728714112544,4.635069200967693,0,0.9997841630192712,1,FALSE
SSBP2,5,81413021,81751797,338777,-,ENSG00000145687,SSBP2,protein_coding,chromosome,single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831],ENSG00000145687.16,-0.6223755362191428,4.322826574806395,0,0.9997859924354118,1,FALSE
AC135983.3,15,32519848,32536926,17079,-,ENSG00000223509,AC135983.3,transcribed_processed_pseudogene,chromosome,"WAS protein homolog associated with actin, golgi membranes and microtubules (WHAMM) pseudogene",ENSG00000223509.8,0.2910283636785289,4.001699863754885,0,0.9997863766319443,1,FALSE
CCBE1,18,59430939,59697662,266724,-,ENSG00000183287,CCBE1,protein_coding,chromosome,collagen and calcium binding EGF domains 1 [Source:HGNC Symbol;Acc:HGNC:29426],ENSG00000183287.14,0.3848269559044384,0.11170494085287591,0,0.9997864089327564,1,FALSE
FBRS,16,30658431,30670810,12380,+,ENSG00000156860,FBRS,protein_coding,chromosome,fibrosin [Source:HGNC Symbol;Acc:HGNC:20442],ENSG00000156860.16,0.5209785839961079,7.06729344804518,0,0.9997872850749678,1,FALSE
AP005061.2,18,2652170,2655395,3226,-,ENSG00000266405,AP005061.2,transcribed_processed_pseudogene,chromosome,Chromobox protein homolog 3 (CBX3) pseudogene,ENSG00000266405.3,-0.35074213516616193,0.05797935078381258,0,0.9997874540843722,1,FALSE
C1orf162,1,111473792,111478512,4721,+,ENSG00000143110,C1orf162,protein_coding,chromosome,chromosome 1 open reading frame 162 [Source:HGNC Symbol;Acc:HGNC:28344],ENSG00000143110.11,0.3435792383295837,7.174947459252499,0,0.9997889120619898,1,FALSE
GLIPR1,12,75480753,75503863,23111,+,ENSG00000139278,GLIPR1,protein_coding,chromosome,GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001],ENSG00000139278.10,-0.3575520872179103,7.606372326151631,0,0.9997890145742736,1,FALSE
ARMH1,1,44674692,44725591,50900,+,ENSG00000198520,ARMH1,protein_coding,chromosome,armadillo like helical domain containing 1 [Source:HGNC Symbol;Acc:HGNC:34345],ENSG00000198520.12,-0.07019942857141448,3.414179530774074,0,0.9997890621506313,1,FALSE
RBM11,21,14216130,14228372,12243,+,ENSG00000185272,RBM11,protein_coding,chromosome,RNA binding motif protein 11 [Source:HGNC Symbol;Acc:HGNC:9897],ENSG00000185272.14,-0.09998705519417916,0.5603725676842959,0,0.9997907727602243,1,FALSE
AGL,1,99850361,99924023,73663,+,ENSG00000162688,AGL,protein_coding,chromosome,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]",ENSG00000162688.17,-0.5158289894939525,4.455772752786298,0,0.9997916566732202,1,FALSE
NLRP3,1,247416156,247449108,32953,+,ENSG00000162711,NLRP3,protein_coding,chromosome,NLR family pyrin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16400],ENSG00000162711.17,0.34077760032645177,5.368368990045241,0,0.9997917375576428,1,FALSE
BCL2L12,19,49665142,49673916,8775,+,ENSG00000126453,BCL2L12,protein_coding,chromosome,BCL2 like 12 [Source:HGNC Symbol;Acc:HGNC:13787],ENSG00000126453.9,0.3552195869533681,2.639787430875327,0,0.9997934117016162,1,FALSE
SMCHD1,18,2655738,2805017,149280,+,ENSG00000101596,SMCHD1,protein_coding,chromosome,structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090],ENSG00000101596.15,0.27995700641808163,9.44600428284645,0,0.9997935029554889,1,FALSE
MED25,19,49818279,49840383,22105,+,ENSG00000104973,MED25,protein_coding,chromosome,mediator complex subunit 25 [Source:HGNC Symbol;Acc:HGNC:28845],ENSG00000104973.18,0.19267816154130912,6.005265052196541,0,0.9997946254455803,1,FALSE
WWC1,5,168291651,168472303,180653,+,ENSG00000113645,WWC1,protein_coding,chromosome,WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435],ENSG00000113645.14,0.14778278721436222,-0.3214933281279473,0,0.9997952147118639,1,FALSE
RPL13P5,12,6873389,6884741,11353,+,ENSG00000240370,RPL13P5,transcribed_processed_pseudogene,chromosome,ribosomal protein L13 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:30363],ENSG00000240370.6,0.44972180514647775,1.4450713250761458,0,0.9997953861437139,1,FALSE
ZBTB34,9,126860665,126885878,25214,+,ENSG00000177125,ZBTB34,protein_coding,chromosome,zinc finger and BTB domain containing 34 [Source:HGNC Symbol;Acc:HGNC:31446],ENSG00000177125.5,0.4414375340808032,6.339129513730201,0,0.9997955771961636,1,FALSE
CFAP410,21,44328944,44339402,10459,-,ENSG00000160226,CFAP410,protein_coding,chromosome,cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260],ENSG00000160226.16,-0.48589520245005735,3.644584470925624,0,0.999795648030535,1,FALSE
SDHAP2,3,195658096,195685904,27809,+,ENSG00000215837,SDHAP2,transcribed_unprocessed_pseudogene,chromosome,succinate dehydrogenase complex flavoprotein subunit A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:27408],ENSG00000215837.7,0.20601351831238945,2.4909901652424704,0,0.9997958422907609,1,FALSE
ULK4,3,41246599,41962130,715532,-,ENSG00000168038,ULK4,protein_coding,chromosome,unc-51 like kinase 4 [Source:HGNC Symbol;Acc:HGNC:15784],ENSG00000168038.11,-0.33632499092462553,1.6718587282129773,0,0.9997958483748969,1,FALSE
MRPS33,7,141002610,141015228,12619,-,ENSG00000090263,MRPS33,protein_coding,chromosome,mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634],ENSG00000090263.16,-0.46059442054561917,3.755707563856353,0,0.9997969026378075,1,FALSE
TXNDC16,14,52430596,52552522,121927,-,ENSG00000087301,TXNDC16,protein_coding,chromosome,thioredoxin domain containing 16 [Source:HGNC Symbol;Acc:HGNC:19965],ENSG00000087301.9,-0.6138212565766401,3.0540319536614455,0,0.9997987682936735,1,FALSE
MAK16,8,33485182,33501262,16081,+,ENSG00000198042,MAK16,protein_coding,chromosome,MAK16 homolog [Source:HGNC Symbol;Acc:HGNC:13703],ENSG00000198042.11,-0.44404204590617535,4.114180024849691,0,0.9997988324384722,1,FALSE
PDIK1L,1,26111165,26125555,14391,+,ENSG00000175087,PDIK1L,protein_coding,chromosome,PDLIM1 interacting kinase 1 like [Source:HGNC Symbol;Acc:HGNC:18981],ENSG00000175087.10,-0.46303604492550887,3.8490439094987488,0,0.9997999780984189,1,FALSE
EFHD2,1,15409888,15430339,20452,+,ENSG00000142634,EFHD2,protein_coding,chromosome,EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670],ENSG00000142634.13,0.4467310048728681,8.851674857560639,0,0.9998001324627896,1,FALSE
KHK,2,27086747,27100762,14016,+,ENSG00000138030,KHK,protein_coding,chromosome,ketohexokinase [Source:HGNC Symbol;Acc:HGNC:6315],ENSG00000138030.13,-0.25144647968691114,1.155709956451038,0,0.9998001476497621,1,FALSE
TCP11L2,12,106301929,106347003,45075,+,ENSG00000166046,TCP11L2,protein_coding,chromosome,t-complex 11 like 2 [Source:HGNC Symbol;Acc:HGNC:28627],ENSG00000166046.11,0.11866369190694392,5.206694366245804,0,0.9998009868776204,1,FALSE
WARS2,1,119031216,119140671,109456,-,ENSG00000116874,WARS2,protein_coding,chromosome,"tryptophanyl tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12730]",ENSG00000116874.11,-0.4218664341866316,2.5604650565335465,0,0.9998010780383467,1,FALSE
BLM,15,90717346,90816166,98821,+,ENSG00000197299,BLM,protein_coding,chromosome,BLM RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058],ENSG00000197299.12,0.4267440160906997,3.955389804632673,0,0.9998014477162657,1,FALSE
